id,fullName,season,age,weight,height,timeOnIce,assists,goals,pim,shots,games,hits,powerPlayGoals,powerPlayPoints,powerPlayTimeOnIce,evenTimeOnIce,penaltyMinutes,faceOffPct,shotPct,gameWinningGoals,overTimeGoals,shortHandedGoals,shortHandedPoints,shortHandedTimeOnIce,blocked,plusMinus,points,shifts,ot,shutouts,wins,losses,saves,powerPlaySaves,shortHandedSaves,evenSaves,shortHandedShots,evenShots,powerPlayShots,savePercentage,goalAgainstAverage,gamesStarted,shotsAgainst,goalsAgainst,powerPlaySavePercentage,shortHandedSavePercentage,evenStrengthSavePercentage,ties
8466141,Roberto Luongo,2016 - 2017,37-303d,215,"6' 3""",2327:10,,,,,40,,,,,,,,,,,,,,,,,,6.0,1.0,17.0,15.0,1113.0,157.0,35.0,921.0,37.0,1010.0,170.0,0.914544,2.682064,39.0,1217.0,104.0,92.3529411764706,94.5945945945946,91.1881188118812,
8466141,Roberto Luongo,2017 - 2018,38-302d,215,"6' 3""",1965:58,,,,,35,,,,,,,,,,,,,,,,,,2.0,3.0,18.0,11.0,1062.0,141.0,35.0,886.0,36.0,950.0,157.0,0.929134,2.472066,33.0,1143.0,81.0,89.80891719745223,97.22222222222221,93.26315789473684,0.0
8466141,Roberto Luongo,2018 - 2019,39-302d,215,"6' 3""",2346:38,,,,,43,,,,,,,,,,,,,,,,,,5.0,1.0,18.0,16.0,1083.0,96.0,33.0,954.0,42.0,1053.0,110.0,0.898755,3.119362,40.0,1205.0,122.0,87.27272727272727,78.57142857142857,90.5982905982906,0.0
8468540,Dan Ellis,2014 - 2015,34-225d,195,"6' 1""",486:28,,,,,8,,,,,,,,,,,,,,,,,,1.0,1.0,4.0,3.0,202.0,26.0,4.0,172.0,5.0,187.0,29.0,0.914027,2.343429,8.0,221.0,19.0,89.65517241379311,80.0,91.97860962566845,
8471219,Al Montoya,2014 - 2015,29-351d,200,"6' 2""",976:56,,,,,20,,,,,,,,,,,,,,,,,,2.0,0.0,6.0,7.0,404.0,51.0,11.0,342.0,13.0,382.0,58.0,0.891832,3.009417,13.0,453.0,49.0,87.93103448275862,84.61538461538461,89.52879581151832,
8471219,Al Montoya,2015 - 2016,30-351d,200,"6' 2""",1351:14,,,,,25,,,,,,,,,,,,,,,,,,3.0,0.0,12.0,7.0,559.0,84.0,12.0,463.0,13.0,503.0,92.0,0.919408,2.17579,22.0,608.0,49.0,91.30434782608695,92.3076923076923,92.04771371769384,
8470201,Jiri Hudler,2015 - 2016,32-27d,190,"5' 10""",252:36,5.0,6.0,10.0,29.0,19,14.0,2.0,2.0,25:08,227:21,10,33.33,20.69,1.0,0.0,0.0,0.0,00:07,3.0,0.0,11.0,332.0,,,,,,,,,,,,,,,,,,,,
8471693,Jakub Kindl,2015 - 2016,28-355d,199,"6' 3""",265:35,2.0,0.0,4.0,26.0,19,26.0,0.0,1.0,03:54,260:30,4,0.0,0.0,0.0,0.0,0.0,0.0,01:11,9.0,10.0,2.0,357.0,,,,,,,,,,,,,,,,,,,,
8471693,Jakub Kindl,2016 - 2017,29-355d,199,"6' 3""",572:56,4.0,0.0,28.0,41.0,39,49.0,0.0,0.0,10:49,554:54,28,0.0,0.0,0.0,0.0,0.0,0.0,07:13,37.0,-11.0,4.0,749.0,,,,,,,,,,,,,,,,,,,,
8473962,Teddy Purcell,2015 - 2016,30-144d,195,"6' 2""",214:46,8.0,3.0,2.0,19.0,15,4.0,0.0,5.0,34:53,179:07,2,100.0,15.79,0.0,0.0,0.0,0.0,00:46,1.0,-2.0,11.0,265.0,,,,,,,,,,,,,,,,,,,,
8474698,Brent Regner,2015 - 2016,26-258d,189,"5' 11""",81:05,0.0,0.0,4.0,7.0,7,4.0,0.0,0.0,00:19,78:30,4,0.0,0.0,0.0,0.0,0.0,0.0,02:16,7.0,-2.0,0.0,112.0,,,,,,,,,,,,,,,,,,,,
8475191,Reilly Smith,2015 - 2016,24-305d,185,"6' 1""",1526:06,25.0,25.0,31.0,173.0,82,85.0,5.0,11.0,210:40,1128:09,31,0.0,14.45,3.0,0.0,0.0,1.0,187:17,39.0,19.0,50.0,1957.0,,,,,,,,,,,,,,,,,,,,
8475191,Reilly Smith,2016 - 2017,25-305d,185,"6' 1""",1468:16,22.0,15.0,17.0,160.0,80,75.0,6.0,11.0,193:04,1137:46,17,50.0,9.38,3.0,0.0,1.0,1.0,137:26,34.0,-13.0,37.0,1948.0,,,,,,,,,,,,,,,,,,,,
8475260,Corban Knight,2015 - 2016,25-142d,195,"6' 2""",192:38,5.0,2.0,4.0,11.0,20,18.0,0.0,0.0,02:06,189:27,4,50.94,18.18,0.0,0.0,0.0,0.0,01:05,2.0,3.0,7.0,264.0,,,,,,,,,,,,,,,,,,,,
8475735,Greg McKegg,2015 - 2016,23-227d,195,"6' 0""",123:52,0.0,2.0,2.0,14.0,15,20.0,0.0,0.0,01:10,118:48,2,45.05,14.29,0.0,0.0,0.0,0.0,03:54,6.0,1.0,2.0,184.0,,,,,,,,,,,,,,,,,,,,
8475735,Greg McKegg,2016 - 2017,24-228d,195,"6' 0""",316:30,3.0,3.0,11.0,28.0,31,33.0,0.0,0.0,06:22,291:57,11,51.81,10.71,0.0,0.0,0.0,0.0,18:11,12.0,-5.0,6.0,463.0,,,,,,,,,,,,,,,,,,,,
8475736,Connor Brickley,2015 - 2016,23-340d,203,"6' 0""",200:41,4.0,1.0,14.0,13.0,23,46.0,0.0,0.0,03:12,197:27,14,0.0,7.69,1.0,0.0,0.0,0.0,00:02,6.0,1.0,5.0,272.0,,,,,,,,,,,,,,,,,,,,
8475736,Connor Brickley,2017 - 2018,25-340d,203,"6' 0""",523:12,8.0,4.0,19.0,62.0,44,82.0,0.0,0.0,04:20,480:20,19,18.75,6.45,2.0,0.0,0.0,0.0,38:32,28.0,-6.0,12.0,756.0,,,,,,,,,,,,,,,,,,,,
8475756,John McFarland,2015 - 2016,23-303d,211,"6' 0""",29:44,0.0,0.0,0.0,2.0,3,5.0,0.0,0.0,00:47,28:57,0,0.0,0.0,0.0,0.0,0.0,0.0,00:00,3.0,-1.0,0.0,49.0,,,,,,,,,,,,,,,,,,,,
8475769,Quinton Howden,2015 - 2016,24-10d,189,"6' 2""",601:35,5.0,6.0,18.0,54.0,58,116.0,0.0,0.0,06:25,588:36,18,50.0,11.11,0.0,0.0,0.0,0.0,06:34,10.0,-1.0,11.0,782.0,,,,,,,,,,,,,,,,,,,,
8476400,Logan Shaw,2015 - 2016,23-117d,208,"6' 3""",648:46,2.0,5.0,13.0,72.0,53,88.0,1.0,1.0,55:03,565:13,13,43.24,6.94,1.0,0.0,0.0,0.0,28:30,20.0,-7.0,7.0,887.0,,,,,,,,,,,,,,,,,,,,
8476415,Kyle Rau,2015 - 2016,23-98d,171,"5' 9""",113:19,0.0,0.0,2.0,15.0,9,4.0,0.0,0.0,04:32,106:35,2,0.0,0.0,0.0,0.0,0.0,0.0,02:12,3.0,-1.0,0.0,158.0,,,,,,,,,,,,,,,,,,,,
8476415,Kyle Rau,2016 - 2017,24-99d,171,"5' 9""",230:24,1.0,2.0,4.0,21.0,24,24.0,0.0,0.0,05:05,225:19,4,66.67,9.52,0.0,0.0,0.0,0.0,00:00,3.0,-3.0,3.0,324.0,,,,,,,,,,,,,,,,,,,,
8476875,Mike Matheson,2015 - 2016,21-337d,193,"6' 2""",52:36,0.0,0.0,2.0,4.0,3,1.0,0.0,0.0,00:03,52:09,2,0.0,0.0,0.0,0.0,0.0,0.0,00:24,1.0,1.0,0.0,63.0,,,,,,,,,,,,,,,,,,,,
8476875,Mike Matheson,2016 - 2017,22-338d,193,"6' 2""",1705:17,10.0,7.0,36.0,179.0,81,69.0,0.0,1.0,41:05,1453:51,36,100.0,3.91,0.0,0.0,0.0,1.0,210:21,118.0,-5.0,17.0,1952.0,,,,,,,,,,,,,,,,,,,,
8476875,Mike Matheson,2017 - 2018,23-338d,193,"6' 2""",1728:19,17.0,10.0,61.0,167.0,81,53.0,1.0,4.0,90:11,1492:59,61,0.0,5.99,2.0,1.0,0.0,1.0,145:09,137.0,-1.0,27.0,2182.0,,,,,,,,,,,,,,,,,,,,
8476875,Mike Matheson,2018 - 2019,24-338d,193,"6' 2""",1673:51,19.0,8.0,44.0,129.0,75,63.0,0.0,6.0,59:56,1434:12,44,0.0,6.2,2.0,1.0,0.0,2.0,179:43,132.0,-24.0,27.0,2126.0,,,,,,,,,,,,,,,,,,,,
8476875,Mike Matheson,2019 - 2020,25-337d,193,"6' 2""",1064:06,12.0,8.0,14.0,104.0,59,44.0,1.0,2.0,12:24,980:02,14,0.0,7.7,1.0,0.0,0.0,0.0,71:40,53.0,-1.0,20.0,1268.0,,,,,,,,,,,,,,,,,,,,
8470598,Thomas Vanek,2016 - 2017,33-12d,214,"6' 2""",277:53,8.0,2.0,6.0,34.0,20,6.0,0.0,2.0,45:41,232:00,6,0.0,5.88,0.0,0.0,0.0,0.0,00:12,3.0,-7.0,10.0,362.0,,,,,,,,,,,,,,,,,,,,
8471735,Keith Yandle,2016 - 2017,30-144d,192,"6' 1""",1807:16,36.0,5.0,39.0,178.0,82,28.0,2.0,18.0,252:58,1415:04,39,0.0,2.81,0.0,0.0,0.0,1.0,139:14,76.0,-6.0,41.0,2105.0,,,,,,,,,,,,,,,,,,,,
8471735,Keith Yandle,2017 - 2018,31-144d,192,"6' 1""",2008:06,48.0,8.0,35.0,179.0,82,26.0,1.0,18.0,270:31,1554:16,35,0.0,4.47,1.0,0.0,0.0,2.0,183:19,101.0,7.0,56.0,2410.0,,,,,,,,,,,,,,,,,,,,
8471735,Keith Yandle,2018 - 2019,32-144d,192,"6' 1""",1840:22,53.0,9.0,50.0,199.0,82,47.0,7.0,39.0,291:23,1518:09,50,0.0,4.52,2.0,0.0,0.0,0.0,30:50,76.0,-17.0,62.0,2304.0,,,,,,,,,,,,,,,,,,,,
8471735,Keith Yandle,2019 - 2020,33-143d,192,"6' 1""",1359:04,40.0,5.0,20.0,129.0,69,18.0,2.0,21.0,255:42,1099:31,20,0.0,3.9,0.0,0.0,0.0,0.0,03:51,51.0,0.0,45.0,1506.0,,,,,,,,,,,,,,,,,,,,
8471735,Keith Yandle,2020 - 2021,34-144d,192,"6' 1""",965:32,24.0,3.0,38.0,113.0,56,18.0,1.0,18.0,249:10,714:14,38,0.0,2.7,1.0,0.0,0.0,0.0,02:08,27.0,-8.0,27.0,1153.0,,,,,,,,,,,,,,,,,,,,
8474098,Colton Sceviour,2016 - 2017,27-286d,190,"6' 0""",1170:41,15.0,9.0,25.0,172.0,80,108.0,1.0,3.0,66:38,943:09,25,53.45,5.23,1.0,0.0,3.0,4.0,160:54,64.0,-16.0,24.0,1596.0,,,,,,,,,,,,,,,,,,,,
8474098,Colton Sceviour,2017 - 2018,28-286d,190,"6' 0""",1021:24,13.0,11.0,24.0,141.0,76,84.0,0.0,0.0,04:26,838:36,24,48.73,7.8,2.0,0.0,1.0,3.0,178:22,69.0,6.0,24.0,1444.0,,,,,,,,,,,,,,,,,,,,
8474098,Colton Sceviour,2018 - 2019,29-285d,190,"6' 0""",725:25,10.0,5.0,15.0,116.0,59,89.0,0.0,1.0,02:53,603:16,15,35.45,4.31,0.0,0.0,0.0,0.0,119:16,58.0,-2.0,15.0,1055.0,,,,,,,,,,,,,,,,,,,,
8474098,Colton Sceviour,2019 - 2020,30-285d,190,"6' 0""",913:58,10.0,6.0,6.0,114.0,69,91.0,0.0,0.0,01:23,740:03,6,43.92,5.3,0.0,0.0,0.0,0.0,172:32,72.0,2.0,16.0,1267.0,,,,,,,,,,,,,,,,,,,,
8474218,Jason Demers,2016 - 2017,28-236d,195,"6' 1""",1588:29,19.0,9.0,53.0,98.0,81,106.0,0.0,5.0,131:08,1315:05,53,0.0,9.18,2.0,0.0,0.0,2.0,142:16,90.0,-14.0,28.0,2019.0,,,,,,,,,,,,,,,,,,,,
8475597,Shane Harper,2016 - 2017,27-364d,193,"5' 11""",144:12,1.0,2.0,18.0,13.0,14,19.0,0.0,0.0,00:17,143:43,18,0.0,15.38,0.0,0.0,0.0,0.0,00:12,0.0,-1.0,3.0,193.0,,,,,,,,,,,,,,,,,,,,
8475795,Dylan McIlrath,2016 - 2017,24-286d,232,"6' 5""",47:52,0.0,1.0,10.0,3.0,5,13.0,0.0,0.0,00:00,46:46,10,0.0,33.33,0.0,0.0,0.0,0.0,01:06,4.0,-2.0,1.0,63.0,,,,,,,,,,,,,,,,,,,,
8475796,Mark Pysyk,2016 - 2017,25-20d,205,"6' 1""",1521:59,13.0,4.0,10.0,86.0,82,72.0,0.0,0.0,07:11,1282:22,10,0.0,4.65,0.0,0.0,0.0,0.0,232:26,99.0,0.0,17.0,1896.0,,,,,,,,,,,,,,,,,,,,
8475796,Mark Pysyk,2017 - 2018,26-20d,205,"6' 1""",1538:25,13.0,3.0,20.0,106.0,82,102.0,0.0,0.0,07:34,1361:23,20,0.0,2.83,0.0,0.0,0.0,0.0,169:28,123.0,-8.0,16.0,2118.0,,,,,,,,,,,,,,,,,,,,
8475796,Mark Pysyk,2018 - 2019,27-20d,205,"6' 1""",1278:50,10.0,1.0,26.0,64.0,70,133.0,0.0,0.0,03:30,1152:57,26,0.0,1.56,0.0,0.0,0.0,1.0,122:23,89.0,-1.0,11.0,1798.0,,,,,,,,,,,,,,,,,,,,
8475796,Mark Pysyk,2019 - 2020,28-20d,205,"6' 1""",739:35,9.0,9.0,20.0,64.0,58,47.0,0.0,0.0,00:35,703:35,20,50.0,14.1,1.0,0.0,0.0,0.0,35:25,38.0,4.0,18.0,997.0,,,,,,,,,,,,,,,,,,,,
8475958,Michael Sgarbossa,2016 - 2017,24-190d,179,"6' 0""",338:37,5.0,2.0,9.0,26.0,29,33.0,1.0,1.0,22:38,313:11,9,44.64,7.69,0.0,0.0,0.0,0.0,02:48,12.0,-3.0,7.0,495.0,,,,,,,,,,,,,,,,,,,,
8476200,Paul Thompson,2016 - 2017,28-62d,201,"6' 1""",165:54,3.0,0.0,22.0,19.0,21,48.0,0.0,0.0,00:11,165:33,22,0.0,0.0,0.0,0.0,0.0,0.0,00:10,16.0,-4.0,3.0,255.0,,,,,,,,,,,,,,,,,,,,
8476495,Seth Griffith,2016 - 2017,24-27d,190,"5' 9""",277:13,5.0,0.0,8.0,18.0,21,27.0,0.0,1.0,29:41,247:31,8,25.0,0.0,0.0,0.0,0.0,0.0,00:01,5.0,6.0,5.0,379.0,,,,,,,,,,,,,,,,,,,,
8476539,Jonathan Marchessault,2016 - 2017,26-35d,183,"5' 9""",1268:19,21.0,30.0,38.0,193.0,75,105.0,8.0,18.0,202:23,1062:23,38,45.19,15.54,6.0,1.0,0.0,0.0,03:33,17.0,-21.0,51.0,1567.0,,,,,,,,,,,,,,,,,,,,
8477346,MacKenzie Weegar,2016 - 2017,23-24d,206,"6' 0""",52:20,0.0,0.0,4.0,3.0,3,4.0,0.0,0.0,05:45,46:35,4,0.0,0.0,0.0,0.0,0.0,0.0,00:00,1.0,0.0,0.0,62.0,,,,,,,,,,,,,,,,,,,,
8477346,MacKenzie Weegar,2017 - 2018,24-24d,206,"6' 0""",874:20,6.0,2.0,32.0,58.0,60,108.0,0.0,0.0,22:57,842:55,32,0.0,3.45,0.0,0.0,0.0,0.0,08:28,69.0,5.0,8.0,1153.0,,,,,,,,,,,,,,,,,,,,
8477346,MacKenzie Weegar,2018 - 2019,25-23d,206,"6' 0""",1085:51,11.0,4.0,64.0,79.0,64,127.0,0.0,1.0,18:37,974:50,64,100.0,5.06,2.0,0.0,0.0,0.0,92:24,103.0,-3.0,15.0,1471.0,,,,,,,,,,,,,,,,,,,,
8477346,MacKenzie Weegar,2019 - 2020,26-23d,206,"6' 0""",905:15,11.0,7.0,33.0,77.0,45,76.0,0.0,0.0,09:18,815:15,33,0.0,9.1,1.0,0.0,0.0,0.0,80:42,71.0,6.0,18.0,1133.0,,,,,,,,,,,,,,,,,,,,
8477346,MacKenzie Weegar,2020 - 2021,27-24d,206,"6' 0""",1194:16,30.0,6.0,45.0,101.0,54,118.0,0.0,3.0,22:49,1027:35,45,0.0,5.9,1.0,0.0,0.0,2.0,143:52,83.0,29.0,36.0,1513.0,,,,,,,,,,,,,,,,,,,,
8477346,MacKenzie Weegar,2021 - 2022,28-24d,206,"6' 0""",1869:48,36.0,8.0,81.0,203.0,80,179.0,1.0,3.0,53:01,1595:04,81,0.0,3.9,2.0,0.0,1.0,2.0,221:43,156.0,40.0,44.0,2372.0,,,,,,,,,,,,,,,,,,,,
8477452,Ian McCoshen,2016 - 2017,21-179d,218,"6' 3""",39:46,1.0,0.0,0.0,0.0,3,3.0,0.0,0.0,00:00,39:46,0,0.0,0.0,0.0,0.0,0.0,0.0,00:00,2.0,0.0,1.0,52.0,,,,,,,,,,,,,,,,,,,,
8477452,Ian McCoshen,2017 - 2018,22-179d,218,"6' 3""",572:53,1.0,3.0,25.0,26.0,38,71.0,0.0,0.0,00:45,530:25,25,0.0,11.54,1.0,0.0,0.0,0.0,41:43,43.0,-10.0,4.0,764.0,,,,,,,,,,,,,,,,,,,,
8477452,Ian McCoshen,2018 - 2019,23-179d,218,"6' 3""",253:04,1.0,1.0,8.0,15.0,19,41.0,0.0,0.0,00:09,234:06,8,0.0,6.67,0.0,0.0,0.0,0.0,18:49,13.0,-2.0,2.0,350.0,,,,,,,,,,,,,,,,,,,,
8477955,Jared McCann,2016 - 2017,20-245d,191,"6' 1""",337:25,6.0,1.0,4.0,44.0,29,28.0,0.0,1.0,28:38,308:13,4,39.05,2.27,0.0,0.0,0.0,0.0,00:34,6.0,-1.0,7.0,465.0,,,,,,,,,,,,,,,,,,,,
8477955,Jared McCann,2017 - 2018,21-244d,191,"6' 1""",901:21,19.0,9.0,30.0,143.0,68,43.0,1.0,1.0,44:50,818:59,30,38.55,6.29,4.0,1.0,0.0,1.0,37:32,32.0,11.0,28.0,1345.0,,,,,,,,,,,,,,,,,,,,
8477955,Jared McCann,2018 - 2019,22-244d,191,"6' 1""",647:15,10.0,8.0,18.0,78.0,46,45.0,1.0,3.0,48:36,553:29,18,45.61,10.26,1.0,0.0,1.0,1.0,45:10,21.0,-9.0,18.0,993.0,,,,,,,,,,,,,,,,,,,,
8478843,Denis Malgin,2016 - 2017,20-13d,182,"5' 9""",528:12,4.0,6.0,8.0,67.0,47,34.0,2.0,2.0,52:20,475:37,8,36.41,8.96,1.0,1.0,0.0,0.0,00:15,15.0,-5.0,10.0,720.0,,,,,,,,,,,,,,,,,,,,
8478843,Denis Malgin,2017 - 2018,21-12d,182,"5' 9""",706:30,11.0,11.0,6.0,79.0,51,48.0,1.0,6.0,62:50,643:16,6,42.62,13.92,3.0,0.0,0.0,0.0,00:24,24.0,4.0,22.0,985.0,,,,,,,,,,,,,,,,,,,,
8478843,Denis Malgin,2018 - 2019,22-12d,182,"5' 9""",644:28,9.0,7.0,14.0,66.0,50,40.0,0.0,1.0,25:14,592:05,14,39.13,10.61,0.0,0.0,0.0,0.0,27:09,21.0,-10.0,16.0,944.0,,,,,,,,,,,,,,,,,,,,
8478843,Denis Malgin,2019 - 2020,23-12d,182,"5' 9""",444:50,8.0,4.0,12.0,47.0,36,26.0,1.0,1.0,35:08,401:00,12,39.88,8.5,0.0,0.0,0.0,1.0,08:42,13.0,-6.0,12.0,611.0,,,,,,,,,,,,,,,,,,,,
8473499,Reto Berra,2016 - 2017,30-28d,218,"6' 4""",313:07,,,,,7,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,5.0,127.0,20.0,4.0,103.0,6.0,117.0,22.0,0.875862,3.449194,4.0,145.0,18.0,90.9090909090909,66.66666666666666,88.03418803418803,
8473503,James Reimer,2016 - 2017,28-322d,205,"6' 3""",2324:35,,,,,43,,,,,,,,,,,,,,,,,,5.0,3.0,18.0,16.0,1124.0,145.0,17.0,962.0,21.0,1035.0,166.0,0.919804,2.529486,39.0,1222.0,98.0,87.34939759036145,80.95238095238095,92.94685990338164,
8473503,James Reimer,2017 - 2018,29-321d,205,"6' 3""",2411:25,,,,,44,,,,,,,,,,,,,,,,,,6.0,4.0,22.0,14.0,1253.0,213.0,25.0,1015.0,27.0,1110.0,236.0,0.9126,2.985797,42.0,1373.0,120.0,90.2542372881356,92.5925925925926,91.44144144144144,0.0
8473503,James Reimer,2018 - 2019,30-321d,205,"6' 3""",1805:11,,,,,36,,,,,,,,,,,,,,,,,,5.0,0.0,13.0,12.0,836.0,93.0,30.0,713.0,33.0,785.0,111.0,0.899892,3.091099,29.0,929.0,93.0,83.78378378378379,90.9090909090909,90.828025477707,0.0
8468085,Radim Vrbata,2017 - 2018,36-232d,194,"6' 1""",542:01,9.0,5.0,16.0,88.0,42,15.0,2.0,4.0,55:12,486:45,16,33.33,5.68,0.0,0.0,0.0,0.0,00:04,16.0,-7.0,14.0,804.0,,,,,,,,,,,,,,,,,,,,
8473465,Jamie McGinn,2017 - 2018,29-178d,205,"6' 1""",1022:31,16.0,13.0,33.0,116.0,76,120.0,4.0,6.0,119:58,901:03,33,26.92,11.21,0.0,0.0,0.0,0.0,01:30,22.0,-5.0,29.0,1474.0,,,,,,,,,,,,,,,,,,,,
8473465,Jamie McGinn,2018 - 2019,30-178d,205,"6' 1""",202:52,3.0,4.0,6.0,23.0,19,34.0,1.0,1.0,20:10,182:35,6,100.0,17.39,1.0,0.0,0.0,0.0,00:07,3.0,-5.0,7.0,292.0,,,,,,,,,,,,,,,,,,,,
8474149,Evgenii Dadonov,2017 - 2018,28-325d,189,"5' 11""",1383:43,37.0,28.0,8.0,188.0,74,27.0,6.0,13.0,245:47,1137:42,8,0.0,14.89,6.0,0.0,0.0,0.0,00:14,33.0,10.0,65.0,1669.0,,,,,,,,,,,,,,,,,,,,
8474149,Evgenii Dadonov,2018 - 2019,29-324d,189,"5' 11""",1506:26,42.0,28.0,8.0,195.0,82,33.0,8.0,17.0,275:09,1230:31,8,40.0,14.36,4.0,0.0,0.0,0.0,00:46,42.0,-6.0,70.0,1834.0,,,,,,,,,,,,,,,,,,,,
8474149,Evgenii Dadonov,2019 - 2020,30-324d,189,"5' 11""",1180:16,22.0,25.0,10.0,167.0,69,29.0,11.0,17.0,230:33,948:59,10,0.0,15.0,2.0,0.0,0.0,0.0,00:44,24.0,-7.0,47.0,1399.0,,,,,,,,,,,,,,,,,,,,
8474230,Micheal Haley,2017 - 2018,31-307d,213,"5' 11""",584:19,6.0,3.0,212.0,55.0,75,124.0,0.0,0.0,02:21,576:36,212,47.5,5.45,1.0,0.0,0.0,0.0,05:22,23.0,-13.0,9.0,895.0,,,,,,,,,,,,,,,,,,,,
8474230,Micheal Haley,2018 - 2019,32-307d,213,"5' 11""",180:16,2.0,1.0,30.0,20.0,24,44.0,0.0,0.0,01:06,178:51,30,50.0,5.0,0.0,0.0,0.0,0.0,00:19,6.0,-2.0,3.0,285.0,,,,,,,,,,,,,,,,,,,,
8476322,Chase Balisy,2017 - 2018,25-363d,179,"5' 11""",78:32,0.0,0.0,0.0,6.0,8,4.0,0.0,0.0,00:00,66:22,0,36.67,0.0,0.0,0.0,0.0,0.0,12:10,2.0,-2.0,0.0,123.0,,,,,,,,,,,,,,,,,,,,
8477583,Curtis Valk,2017 - 2018,24-357d,170,"5' 9""",03:25,0.0,0.0,0.0,0.0,1,1.0,0.0,0.0,00:00,03:25,0,0.0,0.0,0.0,0.0,0.0,0.0,00:00,0.0,0.0,0.0,6.0,,,,,,,,,,,,,,,,,,,,
8478211,Dryden Hunt,2017 - 2018,22-68d,193,"6' 0""",116:11,1.0,0.0,2.0,12.0,11,22.0,0.0,0.0,00:50,115:15,2,25.0,0.0,0.0,0.0,0.0,0.0,00:06,4.0,-5.0,1.0,177.0,,,,,,,,,,,,,,,,,,,,
8478211,Dryden Hunt,2018 - 2019,23-68d,193,"6' 0""",342:56,7.0,3.0,8.0,53.0,31,65.0,0.0,0.0,02:00,340:27,8,0.0,5.66,0.0,0.0,0.0,0.0,00:29,9.0,0.0,10.0,469.0,,,,,,,,,,,,,,,,,,,,
8478211,Dryden Hunt,2019 - 2020,24-68d,193,"6' 0""",220:21,4.0,0.0,24.0,33.0,21,37.0,0.0,0.0,01:36,218:45,24,0.0,0.0,0.0,0.0,0.0,0.0,00:00,7.0,0.0,4.0,308.0,,,,,,,,,,,,,,,,,,,,
8478366,Frank Vatrano,2017 - 2018,23-323d,197,"5' 11""",207:47,3.0,5.0,12.0,30.0,16,17.0,0.0,0.0,11:49,195:58,12,80.0,16.67,0.0,0.0,0.0,0.0,00:00,6.0,6.0,8.0,296.0,,,,,,,,,,,,,,,,,,,,
8478366,Frank Vatrano,2018 - 2019,24-323d,197,"5' 11""",1187:39,15.0,24.0,38.0,208.0,81,139.0,2.0,8.0,134:48,1051:01,38,39.47,11.54,1.0,0.0,0.0,0.0,01:50,74.0,-10.0,39.0,1620.0,,,,,,,,,,,,,,,,,,,,
8478366,Frank Vatrano,2019 - 2020,25-322d,197,"5' 11""",1036:10,18.0,16.0,30.0,162.0,69,102.0,2.0,2.0,100:27,849:07,30,30.0,9.9,4.0,0.0,2.0,2.0,86:36,43.0,-8.0,34.0,1361.0,,,,,,,,,,,,,,,,,,,,
8478366,Frank Vatrano,2020 - 2021,26-323d,197,"5' 11""",812:55,8.0,18.0,26.0,158.0,56,69.0,2.0,4.0,87:41,718:36,26,20.0,11.4,7.0,3.0,0.0,0.0,06:38,21.0,8.0,26.0,1045.0,,,,,,,,,,,,,,,,,,,,
8478366,Frank Vatrano,2021 - 2022,27-323d,197,"5' 11""",597:32,9.0,10.0,16.0,105.0,49,48.0,1.0,2.0,36:17,559:02,16,40.91,9.5,2.0,1.0,0.0,0.0,02:13,17.0,-2.0,19.0,792.0,,,,,,,,,,,,,,,,,,,,
8479404,Henrik Borgstrom,2017 - 2018,20-178d,199,"6' 3""",50:38,0.0,1.0,0.0,6.0,4,1.0,0.0,0.0,05:21,45:17,0,40.54,16.67,0.0,0.0,0.0,0.0,00:00,1.0,-1.0,1.0,72.0,,,,,,,,,,,,,,,,,,,,
8479404,Henrik Borgstrom,2018 - 2019,21-177d,199,"6' 3""",600:09,10.0,8.0,4.0,54.0,50,11.0,3.0,7.0,55:37,543:30,4,40.74,14.81,0.0,0.0,0.0,0.0,01:02,12.0,-14.0,18.0,852.0,,,,,,,,,,,,,,,,,,,,
8479404,Henrik Borgstrom,2019 - 2020,22-177d,199,"6' 3""",49:32,0.0,0.0,2.0,3.0,4,1.0,0.0,0.0,06:03,42:44,2,48.15,0.0,0.0,0.0,0.0,0.0,00:45,0.0,-2.0,0.0,69.0,,,,,,,,,,,,,,,,,,,,
8479553,Maxim Mamin,2017 - 2018,23-18d,206,"6' 2""",273:32,1.0,3.0,7.0,28.0,26,51.0,0.0,0.0,02:19,271:13,7,0.0,10.71,1.0,0.0,0.0,0.0,00:00,9.0,2.0,4.0,398.0,,,,,,,,,,,,,,,,,,,,
8479553,Maxim Mamin,2018 - 2019,24-18d,206,"6' 2""",51:26,0.0,0.0,5.0,8.0,7,10.0,0.0,0.0,00:27,50:59,5,0.0,0.0,0.0,0.0,0.0,0.0,00:00,1.0,-2.0,0.0,79.0,,,,,,,,,,,,,,,,,,,,
8479553,Maxim Mamin,2021 - 2022,27-18d,206,"6' 2""",476:07,7.0,7.0,13.0,49.0,40,59.0,0.0,0.0,03:32,472:29,13,0.0,14.3,0.0,0.0,0.0,0.0,00:06,17.0,8.0,14.0,631.0,,,,,,,,,,,,,,,,,,,,
8480015,Owen Tippett,2017 - 2018,18-349d,207,"6' 1""",77:49,0.0,1.0,0.0,17.0,7,3.0,0.0,0.0,12:04,65:22,0,0.0,5.88,0.0,0.0,0.0,0.0,00:23,4.0,-6.0,1.0,115.0,,,,,,,,,,,,,,,,,,,,
